DriverNumber,Season,RoundNumber,TeamName,Position,QualiPosition,FastestTime,LastFinish,RollingAverage3,RollingStd3,Delta
47,2022,13,Haas F1 Team,14.0,15.0,79.164,15.0,9.666666666666666,4.725815626252618,8.597000000000008
55,2022,13,Ferrari,4.0,2.0,77.421,5.0,12.333333333333334,7.50555349946513,6.854000000000013
63,2022,13,Mercedes,3.0,1.0,77.377,3.0,12.0,7.211102550927979,6.810000000000002
77,2022,13,Alfa Romeo,20.0,8.0,78.157,14.0,13.666666666666666,1.5275252316519503,7.590000000000003
1,2022,14,Red Bull Racing,1.0,1.0,103.665,1.0,3.3333333333333335,2.0816659994661393,28.775000000000006
3,2022,14,McLaren,15.0,11.0,105.767,15.0,13.333333333333334,1.5275252316519479,30.876999999999995
4,2022,14,McLaren,12.0,10.0,105.603,7.0,3.6666666666666665,2.886751345948131,30.712999999999994
5,2022,14,Aston Martin,8.0,16.0,106.344,10.0,13.0,6.082762530298219,31.453999999999994
6,2022,14,Williams,18.0,17.0,106.401,18.0,19.333333333333332,1.1547005383792495,31.510999999999996
10,2022,14,AlphaTauri,9.0,12.0,105.827,12.0,11.0,8.544003745317529,30.936999999999998
11,2022,14,Red Bull Racing,2.0,3.0,104.462,5.0,5.333333333333333,1.527525231651958,29.572000000000003
14,2022,14,Alpine,5.0,6.0,105.368,8.0,10.0,7.549834435270751,30.477999999999994
16,2022,14,Ferrari,6.0,4.0,104.551,6.0,9.0,9.539392014169456,29.661
18,2022,14,Aston Martin,11.0,14.0,106.256,11.0,11.666666666666666,2.0816659994661344,31.366
20,2022,14,Haas F1 Team,16.0,18.0,106.557,16.0,15.666666666666666,0.5773502691896355,31.667
22,2022,14,AlphaTauri,13.0,19.0,106.692,19.0,12.333333333333334,3.055050463303895,31.801999999999992
23,2022,14,Williams,10.0,9.0,105.672,17.0,9.333333333333334,4.163331998932267,30.781999999999996
24,2022,14,Alfa Romeo,14.0,13.0,106.085,13.0,17.333333333333332,3.785938897200185,31.194999999999993
31,2022,14,Alpine,7.0,5.0,105.18,9.0,14.333333333333334,4.04145188432738,30.290000000000006
44,2022,14,Mercedes,20.0,7.0,105.42,2.0,5.333333333333333,2.0816659994661215,30.53
47,2022,14,Haas F1 Team,17.0,15.0,106.342,14.0,11.666666666666666,4.932882862316253,31.451999999999998
55,2022,14,Ferrari,3.0,2.0,104.297,4.0,9.666666666666666,7.234178138070229,29.406999999999996
63,2022,14,Mercedes,4.0,8.0,105.461,3.0,10.0,6.244997998398399,30.570999999999998
77,2022,14,Alfa Romeo,20.0,20.0,107.866,20.0,16.666666666666668,3.0550504633038957,32.976
1,2022,15,Red Bull Racing,1.0,1.0,70.342,1.0,4.666666666666667,4.041451884327384,1.6799999999999926
3,2022,15,McLaren,17.0,17.0,72.081,15.0,12.333333333333334,2.516611478423584,3.418999999999997
4,2022,15,McLaren,7.0,7.0,71.116,12.0,4.666666666666667,3.5118845842842488,2.4539999999999935
5,2022,15,Aston Martin,14.0,19.0,72.391,8.0,7.666666666666667,1.5275252316519445,3.728999999999999
6,2022,15,Williams,18.0,20.0,73.353,18.0,16.333333333333332,4.725815626252607,4.690999999999988
10,2022,15,AlphaTauri,11.0,11.0,71.512,9.0,15.666666666666666,3.0550504633038917,2.8499999999999943
11,2022,15,Red Bull Racing,5.0,5.0,71.077,2.0,3.6666666666666665,2.8867513459481375,2.414999999999992
14,2022,15,Alpine,6.0,13.0,71.613,5.0,7.333333333333333,2.0816659994661424,2.9509999999999934
16,2022,15,Ferrari,3.0,2.0,70.363,6.0,3.6666666666666665,0.5773502691896258,1.7009999999999934
18,2022,15,Aston Martin,10.0,10.0,71.416,11.0,11.333333333333334,4.509249752822895,2.7539999999999907
20,2022,15,Haas F1 Team,15.0,18.0,72.319,16.0,16.0,2.0000000000000036,3.6569999999999965
22,2022,15,AlphaTauri,20.0,9.0,71.427,13.0,17.666666666666668,2.0816659994661357,2.7650000000000006
23,2022,15,Williams,12.0,15.0,71.695,10.0,11.333333333333334,4.0414518843273814,3.032999999999987
24,2022,15,Alfa Romeo,16.0,14.0,71.704,14.0,16.0,3.4641016151377584,3.0419999999999874
31,2022,15,Alpine,9.0,12.0,71.605,7.0,15.0,5.567764362830021,2.942999999999998
44,2022,15,Mercedes,4.0,4.0,70.648,20.0,6.333333333333333,5.507570547286098,1.98599999999999
47,2022,15,Haas F1 Team,13.0,8.0,71.42,17.0,15.333333333333334,1.5275252316519476,2.7579999999999956
55,2022,15,Ferrari,8.0,3.0,70.434,3.0,7.666666666666667,5.6862407030773205,1.7719999999999914
63,2022,15,Mercedes,2.0,6.0,70.824,4.0,9.333333333333334,9.29157324317757,2.161999999999992
77,2022,15,Alfa Romeo,20.0,16.0,71.961,20.0,15.0,5.000000000000002,3.2989999999999924
1,2022,16,Red Bull Racing,1.0,2.0,80.306,1.0,3.0,1.7320508075688834,1.5139999999999958
3,2022,16,McLaren,20.0,8.0,81.855,17.0,13.0,3.6055512754639896,3.0630000000000024
4,2022,16,McLaren,7.0,7.0,81.584,7.0,7.0,9.539392014169458,2.7920000000000016
5,2022,16,Aston Martin,20.0,17.0,82.636,14.0,11.666666666666666,4.932882862316247,3.843999999999994
6,2022,16,Williams,15.0,16.0,82.587,18.0,10.666666666666666,7.505553499465134,3.7950000000000017
10,2022,16,AlphaTauri,8.0,9.0,82.01,11.0,10.666666666666666,5.686240703077324,3.2180000000000035
11,2022,16,Red Bull Racing,6.0,4.0,81.206,5.0,6.333333333333333,1.5275252316519532,2.4140000000000015
14,2022,16,Alpine,20.0,10.0,81.829,6.0,11.0,3.605551275463991,3.036999999999992
16,2022,16,Ferrari,2.0,1.0,80.161,3.0,9.0,9.539392014169456,1.3689999999999998
18,2022,16,Aston Martin,20.0,18.0,82.748,10.0,13.333333333333334,6.5064070986477125,3.956000000000003
20,2022,16,Haas F1 Team,16.0,19.0,82.908,15.0,14.333333333333334,4.041451884327382,4.116
22,2022,16,AlphaTauri,14.0,15.0,82.02,20.0,15.333333333333334,5.6862407030773285,3.2279999999999944
24,2022,16,Alfa Romeo,10.0,14.0,82.003,16.0,16.0,4.000000000000003,3.2109999999999985
31,2022,16,Alpine,11.0,11.0,82.13,9.0,15.0,4.999999999999997,3.337999999999994
44,2022,16,Mercedes,5.0,5.0,81.524,4.0,10.333333333333334,8.736894948054106,2.7319999999999993
45,2022,16,Williams,9.0,13.0,82.471,10.0,9.0,0.0,3.679000000000002
47,2022,16,Haas F1 Team,12.0,20.0,83.005,13.0,14.666666666666666,2.0816659994661357,4.212999999999994
55,2022,16,Ferrari,4.0,3.0,80.429,8.0,6.333333333333333,6.110100926607781,1.6370000000000005
63,2022,16,Mercedes,3.0,6.0,81.542,2.0,9.0,6.2449979983984,2.75
77,2022,16,Alfa Romeo,13.0,12.0,82.235,20.0,19.666666666666668,0.5773502691896463,3.442999999999998
1,2022,17,Red Bull Racing,7.0,8.0,111.395,1.0,2.6666666666666665,2.886751345948132,27.61699999999999
3,2022,17,McLaren,5.0,17.0,116.226,20.0,15.0,4.358898943540674,32.44799999999999
4,2022,17,McLaren,4.0,6.0,110.584,7.0,2.3333333333333335,0.5773502691895835,26.805999999999997
5,2022,17,Aston Martin,8.0,14.0,114.38,20.0,14.333333333333334,6.027713773341708,30.60199999999999
6,2022,17,Williams,20.0,20.0,117.532,15.0,9.333333333333334,6.0277137733417065,33.75399999999999
10,2022,17,AlphaTauri,10.0,7.0,111.211,8.0,13.666666666666666,3.2145502536643153,27.432999999999993
11,2022,17,Red Bull Racing,1.0,2.0,109.434,6.0,11.333333333333334,7.571877794400362,25.65599999999999
14,2022,17,Alpine,20.0,5.0,109.966,20.0,13.0,6.244997998398397,26.187999999999988
16,2022,17,Ferrari,2.0,1.0,109.412,2.0,3.0,1.7320508075688732,25.634
18,2022,17,Aston Martin,6.0,12.0,114.211,20.0,19.0,1.0000000000000075,30.432999999999993
20,2022,17,Haas F1 Team,12.0,9.0,111.573,16.0,13.666666666666666,3.21455025366432,27.794999999999987
22,2022,17,AlphaTauri,20.0,10.0,111.983,14.0,15.0,4.358898943540675,28.205
23,2022,17,Williams,20.0,19.0,116.985,12.0,12.0,7.0,33.206999999999994
24,2022,17,Alfa Romeo,20.0,15.0,115.375,10.0,13.666666666666666,4.041451884327384,31.596999999999994
31,2022,17,Alpine,20.0,18.0,116.337,11.0,12.666666666666666,3.214550253664324,32.559
44,2022,17,Mercedes,9.0,3.0,109.466,5.0,5.333333333333333,0.577350269189569,25.687999999999988
47,2022,17,Haas F1 Team,13.0,13.0,114.37,12.0,14.0,2.645751311064595,30.592
55,2022,17,Ferrari,3.0,4.0,109.583,4.0,7.0,3.605551275463979,25.804999999999993
63,2022,17,Mercedes,14.0,11.0,114.012,3.0,6.333333333333333,1.154700538379256,30.233999999999995
77,2022,17,Alfa Romeo,11.0,16.0,116.083,13.0,16.333333333333332,3.5118845842842488,32.30499999999999
1,2022,18,Red Bull Racing,1.0,1.0,89.304,7.0,2.3333333333333335,2.3094010767585074,0.1460000000000008
3,2022,18,McLaren,11.0,11.0,90.659,5.0,10.333333333333334,4.618802153517002,1.5010000000000048
4,2022,18,McLaren,10.0,10.0,90.473,4.0,4.666666666666667,2.08166599946613,1.3149999999999977
5,2022,18,Aston Martin,6.0,9.0,90.554,8.0,9.0,1.7320508075688772,1.3960000000000008
6,2022,18,Williams,9.0,20.0,91.511,20.0,13.333333333333334,5.773502691896256,2.3529999999999944
10,2022,18,AlphaTauri,18.0,17.0,91.322,10.0,14.0,3.464101615137752,2.1640000000000015
11,2022,18,Red Bull Racing,2.0,4.0,89.709,1.0,9.333333333333334,8.020806277010642,0.5510000000000019
14,2022,18,Alpine,7.0,7.0,90.322,20.0,9.0,5.196152422706644,1.1640000000000015
16,2022,18,Ferrari,3.0,2.0,89.314,2.0,5.333333333333333,3.5118845842842448,0.1559999999999917
18,2022,18,Aston Martin,12.0,19.0,91.419,6.0,15.666666666666666,4.163331998932266,2.2609999999999957
20,2022,18,Haas F1 Team,14.0,18.0,91.352,12.0,12.0,2.0000000000000027,2.1940000000000026
22,2022,18,AlphaTauri,13.0,13.0,90.808,20.0,13.666666666666666,7.0945988845975885,1.6500000000000057
23,2022,18,Williams,20.0,16.0,91.311,20.0,11.0,3.4641016151377557,2.153000000000006
24,2022,18,Alfa Romeo,16.0,14.0,90.894,20.0,14.333333333333334,5.507570547286104,1.7360000000000042
31,2022,18,Alpine,4.0,5.0,90.165,20.0,12.0,4.358898943540678,1.007000000000005
44,2022,18,Mercedes,5.0,6.0,90.261,9.0,12.333333333333334,6.658328118479397,1.1029999999999944
47,2022,18,Haas F1 Team,17.0,15.0,91.152,13.0,12.666666666666666,0.5773502691896629,1.9939999999999998
55,2022,18,Ferrari,20.0,3.0,89.361,3.0,13.666666666666666,9.291573243177568,0.20300000000000296
63,2022,18,Mercedes,8.0,8.0,90.389,14.0,3.0,1.000000000000007,1.2309999999999945
77,2022,18,Alfa Romeo,15.0,12.0,90.709,11.0,11.666666666666666,4.041451884327382,1.551000000000002
1,2022,19,Red Bull Racing,1.0,3.0,94.448,1.0,1.6666666666666667,0.5773502691896409,17.281999999999996
3,2022,19,McLaren,16.0,17.0,97.046,11.0,14.666666666666666,3.5118845842842457,19.88000000000001
4,2022,19,McLaren,6.0,8.0,95.69,10.0,2.0,0.9999999999999734,18.524
5,2022,19,Aston Martin,8.0,12.0,96.398,6.0,11.333333333333334,5.507570547286102,19.232
6,2022,19,Williams,17.0,20.0,97.244,9.0,10.0,0.9999999999999893,20.078000000000003
10,2022,19,AlphaTauri,14.0,13.0,96.577,18.0,14.0,6.999999999999998,19.411
11,2022,19,Red Bull Racing,4.0,4.0,94.645,2.0,5.333333333333333,4.163331998932271,17.479
14,2022,19,Alpine,7.0,9.0,95.876,7.0,11.666666666666666,7.23417813807024,18.710000000000008
16,2022,19,Ferrari,3.0,2.0,94.421,3.0,10.333333333333334,8.386497083606082,17.25500000000001
18,2022,19,Aston Martin,20.0,7.0,95.598,12.0,11.333333333333334,3.785938897200183,18.432000000000002
20,2022,19,Haas F1 Team,9.0,16.0,96.949,14.0,15.666666666666666,2.886751345948131,19.783
22,2022,19,AlphaTauri,10.0,15.0,96.808,13.0,10.666666666666666,2.3094010767585047,19.64200000000001
23,2022,19,Williams,13.0,11.0,96.368,20.0,14.333333333333334,5.507570547286101,19.201999999999998
24,2022,19,Alfa Romeo,12.0,14.0,96.656,16.0,14.666666666666666,1.5275252316519539,19.49000000000001
31,2022,19,Alpine,11.0,18.0,97.068,4.0,17.0,3.6055512754639785,19.902
44,2022,19,Mercedes,2.0,5.0,94.947,5.0,11.0,7.000000000000002,17.781000000000006
47,2022,19,Haas F1 Team,15.0,19.0,97.111,17.0,14.0,2.645751311064595,19.945000000000007
55,2022,19,Ferrari,20.0,1.0,94.356,20.0,6.666666666666667,3.5118845842842488,17.189999999999998
63,2022,19,Mercedes,5.0,6.0,94.988,8.0,3.3333333333333335,2.081665999466136,17.822000000000003
77,2022,19,Alfa Romeo,20.0,10.0,96.319,15.0,14.333333333333334,2.081665999466136,19.153000000000006
1,2022,20,Red Bull Racing,1.0,1.0,77.775,1.0,1.6666666666666667,1.154700538379259,7.754000000000005
3,2022,20,McLaren,7.0,11.0,79.325,16.0,13.666666666666666,5.8594652770823155,9.304000000000002
4,2022,20,McLaren,9.0,8.0,78.721,6.0,3.6666666666666665,1.5275252316519372,8.700000000000003
5,2022,20,Aston Martin,14.0,17.0,80.419,8.0,14.333333333333334,5.507570547286102,10.397999999999996
6,2022,20,Williams,18.0,20.0,81.167,17.0,14.666666666666666,3.2145502536643145,11.146
10,2022,20,AlphaTauri,11.0,14.0,79.672,14.0,14.0,4.3588989435406695,9.650999999999996
11,2022,20,Red Bull Racing,3.0,4.0,78.128,4.0,10.333333333333334,8.50490054811538,8.107
14,2022,20,Alpine,19.0,9.0,78.939,7.0,14.333333333333334,5.131601439446886,8.917999999999992
16,2022,20,Ferrari,6.0,7.0,78.555,3.0,2.3333333333333335,1.154700538379246,8.534000000000006
18,2022,20,Aston Martin,15.0,18.0,80.52,20.0,14.666666666666666,2.516611478423581,10.498999999999995
20,2022,20,Haas F1 Team,17.0,15.0,79.833,9.0,13.333333333333334,5.859465277082316,9.811999999999998
22,2022,20,AlphaTauri,20.0,13.0,79.589,10.0,11.0,3.605551275463991,9.567999999999998
23,2022,20,Williams,12.0,19.0,80.859,13.0,13.0,3.605551275463989,10.837999999999994
24,2022,20,Alfa Romeo,13.0,12.0,79.476,12.0,15.0,3.6055512754639922,9.454999999999998
31,2022,20,Alpine,8.0,10.0,79.01,11.0,14.333333333333334,4.0414518843273814,8.989000000000004
44,2022,20,Mercedes,2.0,3.0,78.084,2.0,8.666666666666666,9.865765724632492,8.063000000000002
47,2022,20,Haas F1 Team,16.0,16.0,80.419,15.0,15.0,2.0000000000000018,10.397999999999996
55,2022,20,Ferrari,5.0,5.0,78.351,20.0,8.666666666666666,9.865765724632496,8.329999999999998
63,2022,20,Mercedes,4.0,2.0,78.079,5.0,6.0,0.0,8.057999999999993
77,2022,20,Alfa Romeo,10.0,6.0,78.401,20.0,17.333333333333332,2.516611478423586,8.379999999999995
1,2022,21,Red Bull Racing,6.0,2.0,70.881,1.0,3.3333333333333335,2.5166114784235876,1.3700000000000045
3,2022,21,McLaren,20.0,14.0,72.14,7.0,9.0,3.4641016151377544,2.629000000000005
4,2022,21,McLaren,20.0,4.0,71.377,9.0,1.6666666666666667,0.5773502691895686,1.8659999999999997
5,2022,21,Aston Martin,11.0,13.0,71.678,14.0,14.0,3.9999999999999996,2.1670000000000016
6,2022,21,Williams,16.0,16.0,75.095,18.0,15.666666666666666,2.5166114784235782,5.584000000000003
10,2022,21,AlphaTauri,14.0,12.0,71.675,11.0,10.666666666666666,4.041451884327373,2.1640000000000015
11,2022,21,Red Bull Racing,7.0,9.0,71.456,3.0,8.0,7.810249675906654,1.9450000000000074
14,2022,21,Alpine,5.0,7.0,71.394,19.0,14.333333333333334,9.81495457622364,1.8830000000000098
16,2022,21,Ferrari,4.0,10.0,70.95,6.0,8.333333333333334,10.115993936995677,1.4390000000000072
18,2022,21,Aston Martin,10.0,15.0,72.21,15.0,10.0,4.582575694955838,2.698999999999998
20,2022,21,Haas F1 Team,20.0,1.0,71.41,17.0,14.666666666666666,6.806859285554046,1.899000000000001
22,2022,21,AlphaTauri,17.0,19.0,76.264,20.0,13.333333333333334,5.8594652770823155,6.753
23,2022,21,Williams,15.0,11.0,71.631,12.0,17.333333333333332,4.618802153517006,2.1200000000000045
24,2022,21,Alfa Romeo,12.0,17.0,75.197,13.0,16.0,3.6055512754639922,5.686000000000007
31,2022,21,Alpine,8.0,6.0,71.587,8.0,10.666666666666666,2.0816659994661664,2.0760000000000076
44,2022,21,Mercedes,2.0,8.0,71.539,2.0,6.666666666666667,2.3094010767584883,2.028000000000006
47,2022,21,Haas F1 Team,13.0,20.0,76.361,16.0,16.0,0.9999999999999964,6.8500000000000085
55,2022,21,Ferrari,3.0,5.0,70.89,5.0,8.0,8.18535277187245,1.3790000000000049
63,2022,21,Mercedes,1.0,3.0,71.318,4.0,10.666666666666666,8.144527815247079,1.8070000000000022
77,2022,21,Alfa Romeo,9.0,18.0,75.486,10.0,14.666666666666666,5.033222956847167,5.9750000000000085
1,2022,22,Red Bull Racing,1.0,1.0,83.824,6.0,1.6666666666666667,1.1547005383792586,0.3790000000000049
3,2022,22,McLaren,9.0,10.0,85.045,20.0,15.666666666666666,3.7859388972001815,1.6000000000000085
4,2022,22,McLaren,6.0,7.0,84.769,20.0,9.0,9.848857801796107,1.3240000000000123
5,2022,22,Aston Martin,10.0,9.0,84.961,11.0,13.666666666666666,5.507570547286102,1.5160000000000053
6,2022,22,Williams,19.0,20.0,86.054,16.0,12.333333333333334,4.041451884327378,2.609000000000009
10,2022,22,AlphaTauri,14.0,17.0,85.859,14.0,8.0,4.358898943540663,2.4140000000000015
11,2022,22,Red Bull Racing,3.0,2.0,84.052,7.0,7.0,4.000000000000001,0.6070000000000135
14,2022,22,Alpine,20.0,11.0,85.096,5.0,12.333333333333334,2.886751345948134,1.6510000000000105
16,2022,22,Ferrari,2.0,3.0,84.092,4.0,9.0,9.643650760992955,0.6470000000000056
18,2022,22,Aston Martin,8.0,14.0,85.359,10.0,13.666666666666666,7.767453465154028,1.9140000000000015
20,2022,22,Haas F1 Team,17.0,16.0,85.834,20.0,13.333333333333334,6.5064070986477125,2.38900000000001
22,2022,22,AlphaTauri,11.0,12.0,85.219,17.0,14.0,6.08276253029822,1.774000000000001
23,2022,22,Williams,13.0,19.0,86.028,15.0,14.333333333333334,4.932882862316246,2.5830000000000126
24,2022,22,Alfa Romeo,12.0,15.0,85.408,12.0,14.0,1.7320508075688825,1.963000000000008
31,2022,22,Alpine,7.0,8.0,84.83,8.0,6.0,5.29150262212921,1.3850000000000051
44,2022,22,Mercedes,18.0,5.0,84.508,2.0,12.333333333333334,6.806859285554045,1.0630000000000024
47,2022,22,Haas F1 Team,16.0,13.0,85.225,13.0,14.666666666666666,1.5275252316519488,1.7800000000000011
55,2022,22,Ferrari,4.0,4.0,84.242,3.0,13.0,6.999999999999996,0.7970000000000113
63,2022,22,Mercedes,5.0,6.0,84.511,1.0,5.333333333333333,2.3094010767585025,1.0660000000000025
77,2022,22,Alfa Romeo,15.0,18.0,85.892,9.0,13.0,3.9999999999999982,2.4470000000000027
1,2023,1,Red Bull Racing,1.0,1.0,89.708,1.0,19.0,0.0,14.611999999999995
2,2023,1,Williams,12.0,16.0,91.652,10.0,12.0,0.0,16.555999999999997
4,2023,1,McLaren,17.0,11.0,91.381,6.0,15.0,0.0,16.284999999999997
10,2023,1,Alpine,9.0,20.0,92.181,14.0,20.0,0.0,17.084999999999994
11,2023,1,Red Bull Racing,2.0,2.0,89.846,3.0,18.0,0.0,14.75
14,2023,1,Aston Martin,3.0,5.0,90.336,20.0,9.0,0.0,15.239999999999995
16,2023,1,Ferrari,20.0,3.0,90.0,2.0,1.0,0.0,14.903999999999996
18,2023,1,Aston Martin,6.0,8.0,90.836,8.0,12.0,0.0,15.739999999999995
20,2023,1,Haas F1 Team,13.0,17.0,91.892,17.0,5.0,0.0,16.795999999999992
21,2023,1,AlphaTauri,14.0,19.0,92.121,10.0,14.0,0.0,17.02499999999999
22,2023,1,AlphaTauri,11.0,14.0,91.4,11.0,8.0,0.0,16.304000000000002
23,2023,1,Williams,10.0,15.0,91.461,13.0,13.0,0.0,16.364999999999995
24,2023,1,Alfa Romeo,16.0,13.0,91.473,12.0,10.0,0.0,16.376999999999995
27,2023,1,Haas F1 Team,15.0,10.0,90.809,12.0,17.0,0.0,15.712999999999994
31,2023,1,Alpine,20.0,9.0,90.914,7.0,7.0,0.0,15.817999999999998
44,2023,1,Mercedes,5.0,7.0,90.384,18.0,3.0,0.0,15.287999999999997
55,2023,1,Ferrari,4.0,4.0,90.154,4.0,2.0,0.0,15.057999999999993
63,2023,1,Mercedes,7.0,6.0,90.34,5.0,4.0,0.0,15.244
77,2023,1,Alfa Romeo,8.0,12.0,91.443,15.0,6.0,0.0,16.346999999999994
81,2023,1,McLaren,20.0,18.0,92.101,10.0,20.0,0.0,17.004999999999995
1,2023,2,Red Bull Racing,2.0,15.0,88.761,1.0,1.3333333333333333,0.5773502691896258,1.2890000000000015
2,2023,2,Williams,16.0,20.0,128.51,12.0,16.0,5.656854249492381,41.038
4,2023,2,McLaren,17.0,19.0,90.447,17.0,4.666666666666667,3.214550253664318,2.9750000000000085
10,2023,2,Alpine,9.0,10.0,89.357,9.0,12.333333333333334,5.131601439446884,1.8850000000000051
11,2023,2,Red Bull Racing,1.0,1.0,88.265,2.0,2.6666666666666665,1.154700538379257,0.7930000000000064
14,2023,2,Aston Martin,3.0,3.0,88.73,3.0,16.333333333333332,6.350852961085881,1.2580000000000098
16,2023,2,Ferrari,7.0,2.0,88.42,20.0,4.666666666666667,3.055050463303891,0.9480000000000075
18,2023,2,Aston Martin,20.0,6.0,88.945,6.0,9.666666666666666,3.5118845842842465,1.472999999999999
20,2023,2,Haas F1 Team,10.0,13.0,89.634,13.0,11.333333333333334,2.081665999466133,2.162000000000006
21,2023,2,AlphaTauri,14.0,18.0,90.244,14.0,14.0,0.0,2.7720000000000056
22,2023,2,AlphaTauri,11.0,16.0,89.939,11.0,15.333333333333334,4.163331998932265,2.4669999999999987
23,2023,2,Williams,20.0,17.0,89.994,10.0,11.333333333333334,5.507570547286102,2.5220000000000056
24,2023,2,Alfa Romeo,13.0,12.0,89.461,16.0,12.666666666666666,2.8867513459481287,1.9890000000000043
27,2023,2,Haas F1 Team,12.0,11.0,89.451,15.0,11.666666666666666,4.509249752822894,1.9789999999999992
31,2023,2,Alpine,8.0,7.0,89.078,20.0,12.0,5.567764362830024,1.6060000000000088
44,2023,2,Mercedes,5.0,8.0,89.223,5.0,9.0,1.7320508075688776,1.7510000000000048
55,2023,2,Ferrari,6.0,5.0,88.931,4.0,8.666666666666666,9.814954576223638,1.4590000000000032
63,2023,2,Mercedes,4.0,4.0,88.857,7.0,4.333333333333333,1.1547005383792517,1.3850000000000051
77,2023,2,Alfa Romeo,18.0,14.0,89.668,8.0,15.666666666666666,6.658328118479393,2.196000000000012
81,2023,2,McLaren,15.0,9.0,89.243,20.0,12.333333333333334,6.658328118479393,1.7710000000000008
1,2023,3,Red Bull Racing,1.0,1.0,76.732,2.0,8.333333333333334,10.214368964029708,0.8169999999999931
2,2023,3,Williams,16.0,18.0,78.557,16.0,16.666666666666668,3.0550504633038935,2.641999999999996
4,2023,3,McLaren,6.0,13.0,78.119,17.0,5.0,3.000000000000002,2.2039999999999935
10,2023,3,Alpine,13.0,9.0,77.574,9.0,16.333333333333332,6.3508529610858835,1.6589999999999918
11,2023,3,Red Bull Racing,5.0,20.0,,1.0,1.6666666666666667,0.5773502691896386,
14,2023,3,Aston Martin,3.0,4.0,77.139,3.0,14.0,7.93725393319377,1.2239999999999895
16,2023,3,Ferrari,20.0,7.0,77.369,7.0,8.0,10.440306508910549,1.4539999999999935
18,2023,3,Aston Martin,4.0,6.0,77.308,20.0,13.666666666666666,5.686240703077326,1.3930000000000007
20,2023,3,Haas F1 Team,17.0,14.0,78.129,10.0,12.0,2.0,2.2139999999999986
21,2023,3,AlphaTauri,15.0,15.0,78.335,14.0,14.0,0.0,2.4199999999999875
22,2023,3,AlphaTauri,10.0,12.0,78.099,11.0,15.333333333333334,0.5773502691896258,2.1839999999999975
23,2023,3,Williams,20.0,8.0,77.609,20.0,9.333333333333334,2.081665999466131,1.6939999999999884
24,2023,3,Alfa Romeo,9.0,17.0,78.54,13.0,14.0,3.6055512754639887,2.625
27,2023,3,Haas F1 Team,7.0,10.0,77.412,12.0,12.333333333333334,2.516611478423582,1.4969999999999999
31,2023,3,Alpine,14.0,11.0,77.768,8.0,8.333333333333334,4.163331998932272,1.8529999999999944
44,2023,3,Mercedes,2.0,3.0,77.104,5.0,11.0,8.18535277187245,1.188999999999993
55,2023,3,Ferrari,12.0,5.0,77.27,6.0,12.0,7.211102550927977,1.3549999999999898
63,2023,3,Mercedes,20.0,2.0,76.968,4.0,4.0,1.732050807568877,1.0529999999999973
77,2023,3,Alfa Romeo,11.0,19.0,78.714,18.0,14.333333333333334,5.507570547286103,2.7989999999999924
81,2023,3,McLaren,8.0,16.0,78.517,15.0,6.666666666666667,7.3711147958319945,2.6019999999999897
1,2023,4,Red Bull Racing,2.0,2.0,100.391,1.0,7.333333333333333,10.969655114602892,21.598
2,2023,4,Williams,16.0,15.0,102.242,16.0,15.333333333333334,1.154700538379255,23.448999999999998
4,2023,4,McLaren,9.0,7.0,101.281,6.0,2.6666666666666665,0.5773502691896388,22.488
10,2023,4,Alpine,14.0,19.0,104.853,13.0,12.666666666666666,0.5773502691896145,26.059999999999988
11,2023,4,Red Bull Racing,1.0,3.0,100.495,5.0,4.0,1.7320508075688803,21.701999999999998
14,2023,4,Aston Martin,4.0,6.0,101.253,3.0,13.0,6.244997998398397,22.459999999999994
16,2023,4,Ferrari,3.0,1.0,100.203,20.0,4.0,1.9999999999999898,21.409999999999997
18,2023,4,Aston Martin,7.0,9.0,101.576,4.0,12.0,7.211102550927977,22.782999999999987
20,2023,4,Haas F1 Team,13.0,18.0,103.417,17.0,12.0,4.358898943540674,24.623999999999995
21,2023,4,AlphaTauri,20.0,20.0,115.282,15.0,14.333333333333334,0.5773502691896255,36.48899999999999
22,2023,4,AlphaTauri,10.0,8.0,101.569,10.0,8.666666666666666,2.8867513459481273,22.775999999999996
23,2023,4,Williams,12.0,13.0,101.818,20.0,10.333333333333334,1.1547005383792484,23.02499999999999
24,2023,4,Alfa Romeo,20.0,16.0,102.642,9.0,13.0,3.464101615137754,23.84899999999999
27,2023,4,Haas F1 Team,17.0,17.0,102.755,7.0,10.666666666666666,4.725815626252608,23.96199999999999
31,2023,4,Alpine,15.0,12.0,101.798,14.0,16.0,1.9999999999999978,23.004999999999995
44,2023,4,Mercedes,6.0,5.0,101.177,2.0,13.333333333333334,6.506407098647713,22.384
55,2023,4,Ferrari,5.0,4.0,101.016,12.0,11.666666666666666,9.712534856222309,22.223
63,2023,4,Mercedes,8.0,11.0,101.654,20.0,8.666666666666666,7.234178138070235,22.86099999999999
77,2023,4,Alfa Romeo,18.0,14.0,102.259,11.0,10.0,4.582575694955841,23.465999999999994
81,2023,4,McLaren,11.0,10.0,101.611,8.0,5.0,2.6457513110645925,22.817999999999998
1,2023,5,Red Bull Racing,1.0,9.0,86.814,2.0,2.6666666666666665,2.8867513459481358,0.0
2,2023,5,Williams,20.0,20.0,88.577,16.0,16.333333333333332,0.5773502691896326,1.7630000000000052
4,2023,5,McLaren,17.0,16.0,88.394,9.0,9.333333333333334,9.29157324317757,1.5800000000000125
