DriverNumber,Season,RoundNumber,TeamName,Position,QualiPosition,FastestTime,LastFinish,RollingAverage3,RollingStd3,Delta
10,2023,5,Alpine,8.0,5.0,87.612,14.0,14.333333333333334,6.6583281184793925,0.7980000000000018
11,2023,5,Red Bull Racing,2.0,1.0,86.841,1.0,2.3333333333333335,1.5275252316519514,0.027000000000001023
14,2023,5,Aston Martin,3.0,2.0,87.097,4.0,10.666666666666666,4.509249752822894,0.28300000000000125
16,2023,5,Ferrari,7.0,7.0,86.964,3.0,3.3333333333333335,1.154700538379233,0.15000000000000568
18,2023,5,Aston Martin,12.0,18.0,88.476,7.0,13.0,3.6055512754639882,1.6620000000000061
20,2023,5,Haas F1 Team,10.0,4.0,87.673,13.0,14.0,1.732050807568878,0.8590000000000089
21,2023,5,AlphaTauri,18.0,15.0,88.325,20.0,16.333333333333332,3.214550253664319,1.51100000000001
22,2023,5,AlphaTauri,11.0,17.0,88.429,10.0,10.333333333333334,1.5275252316519439,1.615000000000009
23,2023,5,Williams,14.0,11.0,87.795,12.0,13.666666666666666,5.686240703077326,0.9810000000000088
24,2023,5,Alfa Romeo,16.0,14.0,88.091,20.0,20.0,0.0,1.277000000000001
27,2023,5,Haas F1 Team,15.0,12.0,87.903,17.0,16.0,4.58257569495584,1.0890000000000128
31,2023,5,Alpine,9.0,8.0,87.444,15.0,10.333333333333334,4.0414518843273886,0.6300000000000097
44,2023,5,Mercedes,6.0,13.0,87.846,6.0,6.666666666666667,2.081665999466124,1.0320000000000107
55,2023,5,Ferrari,5.0,3.0,87.148,5.0,8.666666666666666,9.814954576223636,0.3340000000000032
63,2023,5,Mercedes,4.0,6.0,87.743,8.0,4.666666666666667,2.5166114784235747,0.929000000000002
77,2023,5,Alfa Romeo,13.0,10.0,87.564,18.0,13.0,5.567764362830022,0.75
81,2023,5,McLaren,19.0,19.0,88.484,11.0,6.666666666666667,5.131601439446885,1.6700000000000017
1,2023,6,Red Bull Racing,1.0,1.0,71.365,1.0,1.3333333333333333,0.5773502691896621,0.0
2,2023,6,Williams,18.0,16.0,73.113,20.0,18.0,1.7320508075688785,1.7480000000000047
4,2023,6,McLaren,9.0,10.0,72.254,17.0,4.666666666666667,3.0550504633038997,0.88900000000001
10,2023,6,Alpine,7.0,7.0,71.933,8.0,15.333333333333334,4.04145188432738,0.568000000000012
11,2023,6,Red Bull Racing,16.0,20.0,73.85,2.0,2.3333333333333335,0.577350269189638,2.4849999999999994
14,2023,6,Aston Martin,2.0,2.0,71.449,3.0,9.0,2.000000000000002,0.08400000000000318
16,2023,6,Ferrari,6.0,3.0,71.471,7.0,9.0,9.539392014169456,0.10600000000000875
18,2023,6,Aston Martin,20.0,14.0,72.623,12.0,15.333333333333334,0.5773502691896166,1.2580000000000098
20,2023,6,Haas F1 Team,19.0,17.0,73.27,10.0,14.333333333333334,3.785938897200183,1.9050000000000011
21,2023,6,AlphaTauri,12.0,12.0,72.428,18.0,17.666666666666668,2.516611478423584,1.0630000000000024
22,2023,6,AlphaTauri,15.0,9.0,72.082,11.0,16.666666666666668,5.773502691896258,0.7169999999999987
23,2023,6,Williams,14.0,13.0,72.527,14.0,13.0,4.582575694955838,1.1620000000000061
24,2023,6,Alfa Romeo,13.0,19.0,73.523,16.0,16.666666666666668,3.0550504633038935,2.1580000000000013
27,2023,6,Haas F1 Team,17.0,18.0,73.279,15.0,13.333333333333334,2.886751345948128,1.9140000000000015
31,2023,6,Alpine,3.0,4.0,71.553,9.0,10.666666666666666,3.5118845842842554,0.1880000000000024
44,2023,6,Mercedes,4.0,6.0,71.725,6.0,7.0,1.9999999999999922,0.35999999999999943
55,2023,6,Ferrari,8.0,5.0,71.63,5.0,5.666666666666667,2.0816659994661286,0.26500000000000057
63,2023,6,Mercedes,5.0,8.0,71.964,4.0,4.666666666666667,1.5275252316519325,0.5990000000000038
77,2023,6,Alfa Romeo,11.0,15.0,72.625,13.0,13.0,7.0,1.2600000000000051
81,2023,6,McLaren,10.0,11.0,72.395,19.0,9.333333333333334,9.073771725877467,1.0300000000000011
1,2023,7,Red Bull Racing,1.0,1.0,72.272,1.0,3.0,1.0000000000000193,0.8960000000000008
2,2023,7,Williams,20.0,20.0,74.699,18.0,18.333333333333332,1.527525231651948,3.3229999999999933
4,2023,7,McLaren,17.0,3.0,72.776,9.0,3.0,2.645751311064598,1.3999999999999915
10,2023,7,Alpine,10.0,4.0,72.816,7.0,12.0,0.9999999999999825,1.4399999999999977
11,2023,7,Red Bull Racing,4.0,11.0,73.334,16.0,7.0,7.937253933193773,1.9579999999999984
14,2023,7,Aston Martin,7.0,9.0,73.098,2.0,10.333333333333334,4.163331998932265,1.7219999999999942
16,2023,7,Ferrari,11.0,19.0,74.079,6.0,4.666666666666667,2.0816659994661193,2.7029999999999887
18,2023,7,Aston Martin,6.0,6.0,72.994,20.0,15.666666666666666,1.5275252316519448,1.617999999999995
20,2023,7,Haas F1 Team,18.0,17.0,74.042,19.0,19.333333333333332,0.5773502691896302,2.665999999999997
21,2023,7,AlphaTauri,14.0,14.0,73.581,12.0,16.666666666666668,4.163331998932266,2.2049999999999983
22,2023,7,AlphaTauri,12.0,15.0,73.862,15.0,11.333333333333334,5.131601439446888,2.48599999999999
23,2023,7,Williams,16.0,18.0,74.063,14.0,14.333333333333334,8.144527815247077,2.6869999999999976
24,2023,7,Alfa Romeo,9.0,13.0,73.521,13.0,14.333333333333334,1.5275252316519459,2.144999999999996
27,2023,7,Haas F1 Team,15.0,8.0,73.229,17.0,14.0,3.0,1.8529999999999944
31,2023,7,Alpine,8.0,7.0,73.001,3.0,11.333333333333334,1.154700538379269,1.625
44,2023,7,Mercedes,2.0,5.0,72.818,4.0,7.333333333333333,1.1547005383792392,1.441999999999993
55,2023,7,Ferrari,5.0,2.0,72.734,8.0,5.333333333333333,3.511884584284244,1.3579999999999899
63,2023,7,Mercedes,3.0,12.0,73.326,5.0,5.333333333333333,2.5166114784235756,1.9499999999999886
77,2023,7,Alfa Romeo,19.0,16.0,73.977,11.0,12.0,3.6055512754639905,2.600999999999999
81,2023,7,McLaren,13.0,10.0,73.059,10.0,8.0,6.244997998398398,1.6829999999999927
1,2023,8,Red Bull Racing,1.0,1.0,79.092,1.0,1.0,0.0,9.138000000000005
2,2023,8,Williams,20.0,19.0,83.337,20.0,19.0,1.7320508075688794,13.38300000000001
4,2023,8,McLaren,13.0,7.0,79.347,17.0,4.333333333333333,4.041451884327383,9.393
10,2023,8,Alpine,12.0,17.0,82.886,10.0,11.333333333333334,5.686240703077323,12.932000000000002
11,2023,8,Red Bull Racing,6.0,12.0,80.959,4.0,4.666666666666667,3.055050463303899,11.00500000000001
14,2023,8,Aston Martin,2.0,3.0,79.776,7.0,12.333333333333334,6.110100926607784,9.822000000000003
16,2023,8,Ferrari,4.0,11.0,80.615,11.0,9.666666666666666,9.073771725877465,10.661000000000001
18,2023,8,Aston Martin,9.0,13.0,81.484,6.0,13.333333333333334,3.7859388972001815,11.530000000000001
20,2023,8,Haas F1 Team,17.0,14.0,81.678,18.0,16.666666666666668,4.163331998932267,11.724000000000004
21,2023,8,AlphaTauri,18.0,18.0,83.137,14.0,14.666666666666666,3.055050463303895,13.183000000000007
22,2023,8,AlphaTauri,14.0,16.0,82.746,12.0,11.0,1.7320508075688892,12.792000000000002
23,2023,8,Williams,7.0,10.0,78.725,16.0,12.333333333333334,7.505553499465136,8.771
24,2023,8,Alfa Romeo,16.0,20.0,83.342,9.0,14.666666666666666,5.507570547286102,13.388000000000005
27,2023,8,Haas F1 Team,15.0,2.0,80.305,15.0,12.666666666666666,2.0816659994661326,10.351000000000013
31,2023,8,Alpine,8.0,6.0,80.406,8.0,14.666666666666666,5.033222956847164,10.452000000000012
44,2023,8,Mercedes,3.0,4.0,80.426,2.0,4.666666666666667,1.1547005383792273,10.472000000000008
55,2023,8,Ferrari,5.0,8.0,79.856,5.0,11.0,7.937253933193769,9.902000000000001
63,2023,8,Mercedes,20.0,5.0,80.098,3.0,5.666666666666667,2.309401076758495,10.144000000000005
77,2023,8,Alfa Romeo,10.0,15.0,81.821,19.0,16.0,4.358898943540674,11.867000000000004
81,2023,8,McLaren,11.0,9.0,79.659,13.0,6.666666666666667,5.5075705472861,9.705000000000013
1,2023,9,Red Bull Racing,1.0,1.0,64.391,1.0,3.6666666666666665,2.516611478423591,0.0
2,2023,9,Williams,13.0,18.0,65.948,20.0,17.333333333333332,2.516611478423584,1.556999999999988
4,2023,9,McLaren,4.0,4.0,64.658,13.0,6.666666666666667,7.371114795831996,0.2669999999999959
10,2023,9,Alpine,10.0,9.0,65.17,12.0,14.666666666666666,5.033222956847164,0.7789999999999964
11,2023,9,Red Bull Racing,3.0,15.0,65.177,6.0,15.333333333333334,8.08290376865476,0.7860000000000014
14,2023,9,Aston Martin,5.0,7.0,64.911,2.0,13.333333333333334,5.859465277082313,0.519999999999996
16,2023,9,Ferrari,2.0,2.0,64.439,4.0,2.6666666666666665,2.081665999466116,0.04799999999998761
18,2023,9,Aston Martin,9.0,6.0,64.893,9.0,13.0,2.6457513110645894,0.5019999999999953
20,2023,9,Haas F1 Team,18.0,19.0,65.971,17.0,18.0,1.7320508075688814,1.5799999999999983
21,2023,9,AlphaTauri,17.0,20.0,65.974,18.0,14.666666666666666,3.055050463303895,1.5829999999999984
22,2023,9,AlphaTauri,19.0,16.0,65.784,14.0,15.0,6.244997998398399,1.3930000000000007
23,2023,9,Williams,11.0,10.0,65.387,7.0,10.333333333333334,2.309401076758506,0.9959999999999951
24,2023,9,Alfa Romeo,12.0,17.0,65.818,16.0,13.333333333333334,4.618802153517004,1.4269999999999925
27,2023,9,Haas F1 Team,20.0,8.0,65.09,15.0,17.0,2.645751311064591,0.6989999999999981
31,2023,9,Alpine,14.0,12.0,65.453,8.0,11.0,7.810249675906658,1.0619999999999976
44,2023,9,Mercedes,8.0,5.0,64.819,3.0,5.0,1.999999999999987,0.42799999999999727
55,2023,9,Ferrari,6.0,3.0,64.581,5.0,5.0,4.358898943540671,0.18999999999999773
63,2023,9,Mercedes,7.0,11.0,65.428,20.0,6.666666666666667,3.7859388972001806,1.036999999999992
77,2023,9,Alfa Romeo,15.0,14.0,65.68,10.0,10.0,3.0000000000000004,1.2890000000000015
81,2023,9,McLaren,16.0,13.0,65.605,11.0,5.333333333333333,4.932882862316244,1.2139999999999986
1,2023,10,Red Bull Racing,1.0,1.0,86.72,1.0,6.0,4.582575694955844,15.820999999999998
2,2023,10,Williams,11.0,14.0,89.031,13.0,16.0,3.60555127546399,18.132000000000005
4,2023,10,McLaren,2.0,2.0,86.961,4.0,3.3333333333333335,2.3094010767585065,16.061999999999998
10,2023,10,Alpine,18.0,10.0,87.689,10.0,12.333333333333334,6.65832811847939,16.789999999999992
11,2023,10,Red Bull Racing,6.0,15.0,89.968,3.0,8.333333333333334,10.115993936995679,19.069000000000003
14,2023,10,Aston Martin,7.0,9.0,87.659,5.0,6.666666666666667,2.0816659994661455,16.760000000000005
16,2023,10,Ferrari,9.0,4.0,87.136,2.0,9.0,9.539392014169456,16.236999999999995
18,2023,10,Aston Martin,14.0,12.0,88.935,9.0,9.0,1.999999999999999,18.036
20,2023,10,Haas F1 Team,20.0,19.0,92.378,18.0,13.333333333333334,4.163331998932267,21.479
21,2023,10,AlphaTauri,17.0,18.0,90.513,17.0,16.333333333333332,2.0816659994661344,19.614000000000004
22,2023,10,AlphaTauri,16.0,16.0,90.025,19.0,13.666666666666666,0.5773502691896228,19.126000000000005
23,2023,10,Williams,8.0,8.0,87.53,11.0,20.0,0.0,16.631
24,2023,10,Alfa Romeo,15.0,17.0,90.123,12.0,15.666666666666666,4.0414518843273814,19.224000000000004
27,2023,10,Haas F1 Team,13.0,11.0,88.896,20.0,12.0,7.54983443527075,17.997
31,2023,10,Alpine,20.0,13.0,88.956,14.0,15.333333333333334,5.033222956847163,18.057000000000002
44,2023,10,Mercedes,3.0,7.0,87.211,8.0,4.333333333333333,1.527525231651927,16.311999999999998
55,2023,10,Ferrari,10.0,5.0,87.148,6.0,11.666666666666666,9.712534856222307,16.248999999999995
63,2023,10,Mercedes,5.0,6.0,87.155,7.0,9.0,9.539392014169456,16.256
77,2023,10,Alfa Romeo,12.0,15.0,89.798,15.0,16.0,3.605551275463991,18.899
81,2023,10,McLaren,4.0,3.0,87.092,16.0,7.333333333333333,7.767453465154027,16.192999999999998
1,2023,11,Red Bull Racing,1.0,2.0,76.612,1.0,1.6666666666666667,0.5773502691896797,12.640999999999998
2,2023,11,Williams,18.0,20.0,79.248,11.0,17.0,5.196152422706632,15.277000000000008
3,2023,11,AlphaTauri,13.0,13.0,78.002,9.0,12.333333333333334,3.0550504633038935,14.030999999999999
4,2023,11,McLaren,2.0,3.0,76.694,2.0,9.0,8.185352771872452,12.723000000000006
10,2023,11,Alpine,20.0,15.0,78.217,18.0,13.0,3.464101615137749,14.246000000000002
11,2023,11,Red Bull Racing,3.0,9.0,77.045,6.0,11.333333333333334,7.571877794400363,13.074000000000005
14,2023,11,Aston Martin,9.0,8.0,77.035,7.0,9.666666666666666,2.5166114784235876,13.064
16,2023,11,Ferrari,7.0,6.0,76.992,9.0,3.6666666666666665,2.309401076758494,13.021000000000008
18,2023,11,Aston Martin,10.0,14.0,78.144,14.0,14.666666666666666,2.0816659994661326,14.173000000000009
20,2023,11,Haas F1 Team,17.0,19.0,79.206,20.0,15.0,6.244997998398399,15.235000000000007
22,2023,11,AlphaTauri,15.0,17.0,78.919,16.0,15.666666666666666,3.511884584284246,14.948
23,2023,11,Williams,11.0,16.0,78.917,8.0,16.666666666666668,4.163331998932267,14.946000000000005
24,2023,11,Alfa Romeo,16.0,5.0,76.971,15.0,14.0,0.9999999999999991,13.000000000000007
27,2023,11,Haas F1 Team,14.0,10.0,77.186,13.0,10.666666666666666,2.5166114784235836,13.21500000000001
31,2023,11,Alpine,20.0,12.0,77.841,20.0,8.0,2.6457513110646227,13.869999999999997
44,2023,11,Mercedes,4.0,1.0,76.609,3.0,4.0,1.7320508075688583,12.637999999999998
55,2023,11,Ferrari,8.0,11.0,77.703,10.0,12.0,7.211102550927974,13.732000000000006
63,2023,11,Mercedes,6.0,18.0,79.027,5.0,3.0,1.7320508075688623,15.056000000000004
77,2023,11,Alfa Romeo,12.0,7.0,77.034,12.0,13.0,2.6457513110645925,13.06300000000001
81,2023,11,McLaren,5.0,4.0,76.905,4.0,5.0,1.7320508075688617,12.934000000000005
1,2023,12,Red Bull Racing,1.0,1.0,106.168,1.0,8.666666666666666,10.016652800877814,21.27600000000001
2,2023,12,Williams,17.0,18.0,121.535,18.0,19.0,1.0000000000000053,36.643
3,2023,12,AlphaTauri,16.0,19.0,122.159,13.0,10.333333333333334,2.3094010767585034,37.26700000000001
4,2023,12,McLaren,7.0,7.0,107.669,2.0,9.333333333333334,9.712534856222312,22.777
10,2023,12,Alpine,11.0,12.0,113.671,20.0,11.666666666666666,1.5275252316519308,28.77900000000001
11,2023,12,Red Bull Racing,2.0,3.0,107.045,3.0,4.666666666666667,2.0816659994661366,22.153000000000006
14,2023,12,Aston Martin,5.0,9.0,107.843,9.0,10.333333333333334,6.658328118479394,22.951000000000008
16,2023,12,Ferrari,3.0,2.0,106.988,7.0,11.333333333333334,8.504900548115383,22.096000000000004
18,2023,12,Aston Martin,9.0,10.0,108.841,10.0,12.333333333333334,2.0816659994661335,23.948999999999998
20,2023,12,Haas F1 Team,15.0,13.0,114.16,17.0,15.0,6.244997998398399,29.268
22,2023,12,AlphaTauri,10.0,11.0,113.148,15.0,16.666666666666668,3.055050463303892,28.256
23,2023,12,Williams,14.0,16.0,120.314,11.0,16.0,3.605551275463991,35.422
24,2023,12,Alfa Romeo,13.0,17.0,120.832,16.0,16.333333333333332,0.5773502691896407,35.94
27,2023,12,Haas F1 Team,18.0,20.0,123.166,14.0,9.666666666666666,4.041451884327381,38.274
31,2023,12,Alpine,8.0,15.0,116.372,20.0,10.0,2.000000000000027,31.480000000000004
44,2023,12,Mercedes,4.0,4.0,107.087,4.0,3.3333333333333335,1.1547005383792188,22.195000000000007
55,2023,12,Ferrari,20.0,5.0,107.152,8.0,9.333333333333334,9.291573243177565,22.260000000000005
63,2023,12,Mercedes,6.0,8.0,107.805,6.0,3.0,1.999999999999987,22.91300000000001
77,2023,12,Alfa Romeo,12.0,14.0,114.694,12.0,14.0,2.0000000000000027,29.802000000000007
81,2023,12,McLaren,20.0,6.0,107.365,5.0,3.0,1.7320508075688577,22.473
1,2023,13,Red Bull Racing,1.0,1.0,70.567,1.0,2.6666666666666665,2.0816659994661393,0.0
2,2023,13,Williams,20.0,10.0,76.748,17.0,15.666666666666666,4.163331998932267,6.181000000000012
4,2023,13,McLaren,7.0,2.0,71.104,7.0,3.6666666666666665,3.0550504633038953,0.5370000000000061
10,2023,13,Alpine,3.0,12.0,80.128,11.0,12.666666666666666,7.0237691685684895,9.561000000000007
11,2023,13,Red Bull Racing,4.0,7.0,71.88,2.0,8.0,7.937253933193772,1.3130000000000024
14,2023,13,Aston Martin,2.0,5.0,71.506,5.0,8.333333333333334,0.5773502691896514,0.9390000000000072
16,2023,13,Ferrari,20.0,9.0,72.665,3.0,11.333333333333334,4.618802153517007,2.098000000000013
18,2023,13,Aston Martin,11.0,11.0,80.121,9.0,8.333333333333334,2.3094010767585034,9.554000000000002
20,2023,13,Haas F1 Team,16.0,18.0,82.192,15.0,14.333333333333334,2.081665999466135,11.625
22,2023,13,AlphaTauri,15.0,14.0,80.23,10.0,14.666666666666666,4.509249752822895,9.663000000000011
23,2023,13,Williams,8.0,4.0,71.419,14.0,11.333333333333334,4.932882862316248,0.8520000000000039
24,2023,13,Alfa Romeo,20.0,16.0,82.067,13.0,14.666666666666666,2.886751345948132,11.5
27,2023,13,Haas F1 Team,12.0,15.0,80.25,18.0,9.0,7.937253933193771,9.683000000000007
31,2023,13,Alpine,10.0,17.0,82.11,8.0,12.666666666666666,3.511884584284251,11.543000000000006
40,2023,13,AlphaTauri,13.0,20.0,83.42,10.0,13.0,0.0,12.853000000000009
44,2023,13,Mercedes,6.0,13.0,80.151,4.0,2.3333333333333335,1.5275252316519174,9.584000000000003
55,2023,13,Ferrari,5.0,6.0,71.754,20.0,7.0,4.358898943540664,1.1870000000000118
63,2023,13,Mercedes,17.0,3.0,71.294,6.0,11.0,8.544003745317532,0.7270000000000039
77,2023,13,Alfa Romeo,14.0,19.0,82.26,12.0,15.666666666666666,4.041451884327382,11.693000000000012
81,2023,13,McLaren,9.0,8.0,71.938,20.0,8.666666666666666,9.865765724632494,1.3710000000000093
1,2023,14,Red Bull Racing,1.0,2.0,80.307,1.0,3.3333333333333335,2.081665999466139,5.417000000000002
2,2023,14,Williams,13.0,15.0,81.93,20.0,16.0,4.582575694955841,7.040000000000006
4,2023,14,McLaren,8.0,9.0,80.979,7.0,5.333333333333333,5.77350269189626,6.088999999999999
10,2023,14,Alpine,15.0,17.0,82.545,3.0,13.0,6.082762530298217,7.655000000000001
11,2023,14,Red Bull Racing,2.0,5.0,80.688,4.0,4.333333333333333,2.516611478423592,5.798000000000002
14,2023,14,Aston Martin,9.0,10.0,81.417,2.0,11.0,6.000000000000001,6.527000000000001
16,2023,14,Ferrari,4.0,3.0,80.361,20.0,4.333333333333333,1.5275252316519468,5.471000000000004
18,2023,14,Aston Martin,16.0,20.0,82.86,11.0,11.666666666666666,2.0816659994661344,7.969999999999999
20,2023,14,Haas F1 Team,18.0,19.0,82.592,16.0,15.666666666666666,0.5773502691896355,7.701999999999998
22,2023,14,AlphaTauri,20.0,11.0,81.594,15.0,11.666666666666666,2.3094010767585056,6.7039999999999935
23,2023,14,Williams,7.0,6.0,80.76,8.0,10.0,4.000000000000001,5.8700000000000045
24,2023,14,Alfa Romeo,14.0,16.0,82.39,20.0,17.666666666666668,3.2145502536643225,7.5
27,2023,14,Haas F1 Team,17.0,13.0,81.776,12.0,12.333333333333334,0.5773502691896166,6.885999999999996
31,2023,14,Alpine,20.0,18.0,82.548,10.0,13.333333333333334,5.686240703077329,7.658000000000001
40,2023,14,AlphaTauri,11.0,12.0,81.758,13.0,13.0,0.0,6.867999999999995
44,2023,14,Mercedes,6.0,8.0,80.82,6.0,10.0,8.888194417315589,5.929999999999993
55,2023,14,Ferrari,3.0,1.0,80.294,5.0,9.0,7.937253933193767,5.403999999999996
63,2023,14,Mercedes,5.0,4.0,80.671,17.0,5.666666666666667,2.08166599946613,5.781000000000006
77,2023,14,Alfa Romeo,10.0,14.0,81.94,14.0,16.666666666666668,3.0550504633038957,7.049999999999997
81,2023,14,McLaren,12.0,7.0,80.785,9.0,3.6666666666666665,4.6188021535170005,5.894999999999996
1,2023,15,Red Bull Racing,5.0,11.0,92.173,1.0,4.666666666666667,4.041451884327384,23.510999999999996
2,2023,15,Williams,14.0,18.0,93.252,13.0,15.666666666666666,2.309401076758506,24.58999999999999
4,2023,15,McLaren,2.0,4.0,91.27,8.0,4.333333333333333,3.0550504633038953,22.60799999999999
10,2023,15,Alpine,6.0,12.0,92.274,15.0,14.333333333333334,4.1633319989322635,23.611999999999995
11,2023,15,Red Bull Racing,8.0,13.0,92.099,2.0,4.666666666666667,2.516611478423591,23.436999999999998
14,2023,15,Aston Martin,15.0,7.0,91.615,9.0,6.333333333333333,1.5275252316519623,22.95299999999999
16,2023,15,Ferrari,4.0,3.0,91.063,4.0,3.3333333333333335,0.5773502691896258,22.400999999999996
18,2023,15,Aston Martin,20.0,20.0,93.397,16.0,9.333333333333334,2.0816659994661353,24.735
20,2023,15,Haas F1 Team,10.0,6.0,91.575,18.0,15.666666666666666,2.081665999466136,22.912999999999997
22,2023,15,AlphaTauri,20.0,15.0,91.991,20.0,17.666666666666668,2.0816659994661357,23.328999999999994
23,2023,15,Williams,11.0,14.0,92.668,7.0,13.0,1.7320508075688783,24.006
24,2023,15,Alfa Romeo,12.0,19.0,93.258,14.0,16.666666666666668,3.055050463303898,24.59599999999999
27,2023,15,Haas F1 Team,13.0,9.0,91.808,17.0,16.0,2.645751311064589,23.146
31,2023,15,Alpine,20.0,8.0,91.673,20.0,11.333333333333334,4.04145188432739,23.010999999999996
40,2023,15,AlphaTauri,9.0,10.0,92.166,11.0,12.0,1.4142135623730951,23.50399999999999
44,2023,15,Mercedes,3.0,5.0,91.485,6.0,5.666666666666667,5.686240703077323,22.822999999999993
55,2023,15,Ferrari,1.0,1.0,90.984,3.0,9.333333333333334,4.163331998932256,22.32199999999999
63,2023,15,Mercedes,16.0,2.0,91.056,5.0,8.333333333333334,10.115993936995679,22.39399999999999
77,2023,15,Alfa Romeo,20.0,16.0,92.809,10.0,15.0,5.000000000000002,24.14699999999999
81,2023,15,McLaren,7.0,17.0,92.902,12.0,5.333333333333333,5.773502691896254,24.239999999999995
1,2023,16,Red Bull Racing,1.0,1.0,88.877,5.0,1.6666666666666667,0.5773502691896396,10.084999999999994
2,2023,16,Williams,20.0,20.0,,14.0,15.666666666666666,1.5275252316519512,
4,2023,16,McLaren,2.0,3.0,89.493,2.0,8.666666666666666,8.621678104251712,10.700999999999993
10,2023,16,Alpine,10.0,12.0,90.509,6.0,11.333333333333334,4.932882862316244,11.716999999999999
11,2023,16,Red Bull Racing,20.0,5.0,89.65,8.0,6.666666666666667,1.1547005383792588,10.858000000000004
14,2023,16,Aston Martin,8.0,10.0,90.465,15.0,12.666666666666666,6.429100507328636,11.673000000000002
16,2023,16,Ferrari,4.0,4.0,89.542,4.0,8.333333333333334,10.115993936995679,10.75
18,2023,16,Aston Martin,20.0,17.0,91.181,20.0,13.333333333333334,6.5064070986477125,12.388999999999996
20,2023,16,Haas F1 Team,15.0,15.0,90.665,10.0,14.666666666666666,4.163331998932267,11.873000000000005
22,2023,16,AlphaTauri,12.0,9.0,90.204,20.0,13.333333333333334,4.041451884327382,11.411999999999992
23,2023,16,Williams,20.0,13.0,90.537,11.0,10.0,4.58257569495584,11.745000000000005
24,2023,16,Alfa Romeo,13.0,19.0,91.398,12.0,14.0,5.291502622129183,12.605999999999995
27,2023,16,Haas F1 Team,14.0,18.0,91.299,13.0,12.666666666666666,1.527525231651943,12.507000000000005
31,2023,16,Alpine,9.0,14.0,90.586,20.0,12.0,2.6457513110646014,11.793999999999997
40,2023,16,AlphaTauri,11.0,11.0,90.425,9.0,11.0,2.0,11.632999999999996
44,2023,16,Mercedes,5.0,7.0,89.908,3.0,11.0,7.937253933193773,11.116
55,2023,16,Ferrari,6.0,6.0,89.85,1.0,7.333333333333333,4.93288286231624,11.057999999999993
63,2023,16,Mercedes,7.0,8.0,90.219,16.0,4.666666666666667,2.0816659994661335,11.426999999999992
77,2023,16,Alfa Romeo,20.0,16.0,91.049,20.0,17.333333333333332,3.785938897200185,12.257000000000005
81,2023,16,McLaren,3.0,2.0,89.458,7.0,4.0,2.9999999999999916,10.665999999999997
1,2023,17,Red Bull Racing,1.0,1.0,83.778,1.0,4.666666666666667,3.214550253664323,0.0
2,2023,17,Williams,20.0,16.0,86.21,20.0,16.666666666666668,3.055050463303895,2.431999999999988
4,2023,17,McLaren,3.0,10.0,84.074,2.0,3.0,0.9999999999999809,0.29599999999999227
10,2023,17,Alpine,12.0,7.0,84.553,10.0,13.666666666666666,3.2145502536643153,0.7749999999999915
11,2023,17,Red Bull Racing,10.0,13.0,85.462,20.0,9.666666666666666,9.609023536933048,1.6839999999999975
14,2023,17,Aston Martin,6.0,4.0,84.369,8.0,17.0,5.1961524227066285,0.590999999999994
16,2023,17,Ferrari,5.0,5.0,84.424,4.0,2.3333333333333335,1.5275252316519417,0.6460000000000008
18,2023,17,Aston Martin,11.0,17.0,86.345,20.0,14.333333333333334,7.234178138070236,2.566999999999993
20,2023,17,Haas F1 Team,14.0,19.0,87.046,15.0,12.333333333333334,2.516611478423585,3.2680000000000007
22,2023,17,AlphaTauri,15.0,11.0,85.301,12.0,17.666666666666668,4.041451884327382,1.5229999999999961
23,2023,17,Williams,13.0,14.0,85.707,20.0,12.0,7.0,1.9289999999999878
24,2023,17,Alfa Romeo,9.0,20.0,87.432,13.0,17.0,3.605551275463993,3.6539999999999964
27,2023,17,Haas F1 Team,16.0,15.0,85.783,14.0,17.0,2.9999999999999982,2.0049999999999955
31,2023,17,Alpine,7.0,8.0,84.763,9.0,16.333333333333332,3.214550253664307,0.9849999999999994
40,2023,17,AlphaTauri,17.0,18.0,86.635,11.0,10.333333333333334,1.1547005383792515,2.8569999999999993
44,2023,17,Mercedes,20.0,3.0,84.305,5.0,6.666666666666667,2.081665999466123,0.527000000000001
55,2023,17,Ferrari,20.0,12.0,85.328,6.0,6.0,4.358898943540664,1.5499999999999972
63,2023,17,Mercedes,4.0,2.0,84.219,7.0,8.666666666666666,4.7258156262526105,0.4409999999999883
77,2023,17,Alfa Romeo,8.0,9.0,85.058,20.0,15.666666666666666,4.509249752822896,1.2800000000000011
81,2023,17,McLaren,2.0,6.0,84.228,3.0,2.6666666666666665,0.5773502691895794,0.44999999999998863
1,2023,18,Red Bull Racing,1.0,6.0,95.008,1.0,2.3333333333333335,2.3094010767585074,5.849999999999994
2,2023,18,Williams,10.0,20.0,96.827,20.0,18.666666666666668,2.3094010767585043,7.668999999999997
3,2023,18,AlphaTauri,15.0,15.0,95.974,16.0,9.666666666666666,4.163331998932261,6.8160000000000025
4,2023,18,McLaren,2.0,2.0,94.853,3.0,7.0,3.0000000000000036,5.694999999999993
10,2023,18,Alpine,6.0,7.0,95.089,12.0,16.0,3.464101615137754,5.930999999999997
11,2023,18,Red Bull Racing,4.0,9.0,95.173,10.0,9.666666666666666,7.505553499465134,6.015000000000001
14,2023,18,Aston Martin,20.0,17.0,96.268,6.0,9.333333333333334,4.9328828623162595,7.109999999999999
