,DriverNumber,Season,RoundNumber,TeamName,Position,QualiPosition,FastestTime,LastFinish,RollingAverage3,RollingStd3,Delta
468,87,2025,14,Haas F1 Team,20.0,11.0,75.694,11.0,11.0,0.0,0.804000000000002
469,87,2025,15,Haas F1 Team,6.0,19.0,70.262,20.0,14.0,5.19615242270663,1.5999999999999943
470,87,2025,16,Haas F1 Team,12.0,11.0,79.446,6.0,12.333333333333334,7.094598884597585,0.6539999999999964
471,87,2025,17,Haas F1 Team,12.0,15.0,102.666,12.0,12.666666666666666,7.0237691685684895,1.5489999999999924
472,87,2025,18,Haas F1 Team,9.0,9.0,89.868,12.0,10.0,3.4641016151377464,0.7099999999999937
473,87,2025,19,Haas F1 Team,9.0,8.0,93.139,9.0,11.0,1.7320508075688628,0.6289999999999907
474,87,2025,20,Haas F1 Team,4.0,10.0,76.46,9.0,10.0,1.732050807568861,0.8739999999999952
475,87,2025,21,Haas F1 Team,6.0,8.0,69.755,4.0,7.333333333333333,2.886751345948116,0.2439999999999997
476,87,2025,22,Haas F1 Team,10.0,14.0,113.094,6.0,6.333333333333333,2.5166114784235667,5.159999999999997
477,87,2025,23,Haas F1 Team,20.0,13.0,80.438,10.0,6.666666666666667,3.05505046330388,1.051000000000002
478,87,2025,24,Haas F1 Team,12.0,11.0,83.041,20.0,12.0,7.211102550927976,0.8340000000000032
